@id,@type,elevation,stationIdentifier,name,timeZone,forecast,county,fireWeatherZone,ingestionDatetime
https://api.weather.gov/stations/000PG,wx:ObservationStation,"{'unitCode': 'wmoUnit:m', 'value': 129.2352}",000PG,Southside Road,America/Los_Angeles,https://api.weather.gov/zones/forecast/CAZ528,https://api.weather.gov/zones/county/CAC069,https://api.weather.gov/zones/fire/CAZ528,2025-06-10 23:37:11
