@id,@type,id,type,name,effectiveDate,expirationDate,state,forecastOffice,gridIdentifier,awipsLocationIdentifier,cwa,forecastOffices,timeZone,observationStations,radarStation,ingestionDatetime
https://api.weather.gov/zones/county/CAC009,wx:Zone,CAC009,county,Calaveras,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/STO,STO,STO,['STO'],['https://api.weather.gov/offices/STO'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
https://api.weather.gov/zones/county/CAC037,wx:Zone,CAC037,county,Los Angeles,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/LOX,LOX,LOX,['LOX'],['https://api.weather.gov/offices/LOX'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
https://api.weather.gov/zones/county/CAC069,wx:Zone,CAC069,county,San Benito,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/MTR,MTR,MTR,['MTR'],['https://api.weather.gov/offices/MTR'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
https://api.weather.gov/zones/county/CAC053,wx:Zone,CAC053,county,Monterey,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/MTR,MTR,MTR,['MTR'],['https://api.weather.gov/offices/MTR'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
https://api.weather.gov/zones/county/CAC085,wx:Zone,CAC085,county,Santa Clara,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/MTR,MTR,MTR,['MTR'],['https://api.weather.gov/offices/MTR'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
https://api.weather.gov/zones/county/CAC001,wx:Zone,CAC001,county,Alameda,2025-03-18T18:00:00+00:00,2200-01-01T00:00:00+00:00,CA,https://api.weather.gov/offices/MTR,MTR,MTR,['MTR'],['https://api.weather.gov/offices/MTR'],['America/Los_Angeles'],[],,2025-07-01 09:47:17
